Oblast;Misto_odberu;;Group2;Group32;Jednotka;Group33;Hodnota;Počet_hodnot_OUT2;Počet_hodnot_IN3;Počet_hodnot3;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;pach;Neurčená jednotka;13.11.2023;PRIJAT;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;pH;Neurčená jednotka;13.11.2023;7,9;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;počty kolonií při 22 °C;KTJ/ml;13.11.2023;0;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;počty kolonií při 36 °C;KTJ/ml;13.11.2023;12;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;teplota;°C;13.11.2023;12,1;0;;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;zákal;ZF(n);13.11.2023;0,5;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;železo;mg/l;13.11.2023;0,12;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323111;;;;;;;;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323843;Escherichia coli;KTJ (MPN)/100 ml;22.11.2023;0;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323843;chlor volný;mg/l;22.11.2023;0,03;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323843;koliformní bakterie;KTJ (MPN)/100 ml;22.11.2023;0;0;1;1;;;;;
Hodonice;Krhovice, VDJ, upravená voda - odtok;;CI000001249012323843;;;;;;;;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI0000013930023109499;chlor volný;mg/l;11.10.2023;0,1;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI0000013930023109499;koliformní bakterie;KTJ (MPN)/100 ml;11.10.2023;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI0000013930023109499;;;;;;;;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;barva;mg/l Pt;18.9.2023;5;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;celkový organický uhlík;mg/l;18.9.2023;1,5;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;Clostridium perfringens;KTJ (MPN)/100 ml;18.9.2023;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;dusitany;mg/l;18.9.2023;0,04;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;Escherichia coli;KTJ (MPN)/100 ml;18.9.2023;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;chlor volný;mg/l;18.9.2023;0,05;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;chuť;Neurčená jednotka;18.9.2023;PRIJAT;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;intestinální enterokoky;KTJ (MPN)/100 ml;18.9.2023;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;koliformní bakterie;KTJ (MPN)/100 ml;18.9.2023;26;1;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;MO - abioseston;procenta;18.9.2023;3;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;MO - počet organismů;jedinci/ml;18.9.2023;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;MO - živé organismy;jedinci/ml;18.9.2023;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;pach;Neurčená jednotka;18.9.2023;PRIJAT;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;pH;Neurčená jednotka;18.9.2023;6,57;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;počty kolonií při 22 °C;KTJ/ml;18.9.2023;1;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;počty kolonií při 36 °C;KTJ/ml;18.9.2023;2;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;teplota;°C;18.9.2023;16,6;0;;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;zákal;ZF(n);18.9.2023;0,81;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;železo;mg/l;18.9.2023;0,06;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002398933;;;;;;;;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;barva;mg/l Pt;3.9.2024;5;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;celkový organický uhlík;mg/l;3.9.2024;1;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;Clostridium perfringens;KTJ (MPN)/100 ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;dusitany;mg/l;3.9.2024;0,06;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;Escherichia coli;KTJ (MPN)/100 ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;chlor volný;mg/l;3.9.2024;0,05;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;chuť;Neurčená jednotka;3.9.2024;PRIJAT;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;intestinální enterokoky;KTJ (MPN)/100 ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;koliformní bakterie;KTJ (MPN)/100 ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;MO - abioseston;procenta;3.9.2024;1;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;MO - počet organismů;jedinci/ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;MO - živé organismy;jedinci/ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;pach;Neurčená jednotka;3.9.2024;PRIJAT;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;pH;Neurčená jednotka;3.9.2024;6,62;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;počty kolonií při 22 °C;KTJ/ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;počty kolonií při 36 °C;KTJ/ml;3.9.2024;0;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;teplota;°C;3.9.2024;14,9;0;;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;zákal;ZF(n);3.9.2024;0,46;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;železo;mg/l;3.9.2024;0,015;0;1;1;;;;;
Hodonín u Kunštátu;Hodonín u Kunštátu, VDJ, upravená voda;;CI000001393002497333;;;;;;;;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;barva;mg/l Pt;22.5.2023;2;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;Clostridium perfringens;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;dusitany;mg/l;22.5.2023;0,014;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;Escherichia coli;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;CHSK-Mn;mg/l;22.5.2023;0,6;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;chuť;Neurčená jednotka;22.5.2023;PRIJAT;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;intestinální enterokoky;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;koliformní bakterie;KTJ (MPN)/100 ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;MO - abioseston;procenta;22.5.2023;1;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;MO - počet organismů;jedinci/ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;MO - živé organismy;jedinci/ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;pach;Neurčená jednotka;22.5.2023;PRIJAT;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;pH;Neurčená jednotka;22.5.2023;7,5;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;počty kolonií při 22 °C;KTJ/ml;22.5.2023;94;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;počty kolonií při 36 °C;KTJ/ml;22.5.2023;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;teplota;°C;22.5.2023;9,9;0;;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;zákal;ZF(n);22.5.2023;0,5;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;železo;mg/l;22.5.2023;0,04;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012310083;;;;;;;;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;barva;mg/l Pt;3.6.2024;6;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;Clostridium perfringens;KTJ (MPN)/100 ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;dusitany;mg/l;3.6.2024;0,014;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;Escherichia coli;KTJ (MPN)/100 ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;CHSK-Mn;mg/l;3.6.2024;0,5;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;chuť;Neurčená jednotka;3.6.2024;PRIJAT;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;intestinální enterokoky;KTJ (MPN)/100 ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;koliformní bakterie;KTJ (MPN)/100 ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;MO - abioseston;procenta;3.6.2024;1;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;MO - počet organismů;jedinci/ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;MO - živé organismy;jedinci/ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;pach;Neurčená jednotka;3.6.2024;PRIJAT;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;pH;Neurčená jednotka;3.6.2024;7,7;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;počty kolonií při 22 °C;KTJ/ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;počty kolonií při 36 °C;KTJ/ml;3.6.2024;0;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;teplota;°C;3.6.2024;10,9;0;;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;zákal;ZF(n);3.6.2024;0,5;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;železo;mg/l;3.6.2024;0,06;0;1;1;;;;;
Holešín;Rájec-Jestřebí - Holešín, VDJ, odtok, upravená voda;;CI000001249012411189;;;;;;;;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;barva;mg/l Pt;23.10.2023;2;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;Clostridium perfringens;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;dusitany;mg/l;23.10.2023;0,025;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;Escherichia coli;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;CHSK-Mn;mg/l;23.10.2023;1,2;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;chuť;Neurčená jednotka;23.10.2023;PRIJAT;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;intestinální enterokoky;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;koliformní bakterie;KTJ (MPN)/100 ml;23.10.2023;0;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;MO - abioseston;procenta;23.10.2023;1;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;MO - počet organismů;jedinci/ml;23.10.2023;0;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;MO - živé organismy;jedinci/ml;23.10.2023;0;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;pach;Neurčená jednotka;23.10.2023;PRIJAT;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;pH;Neurčená jednotka;23.10.2023;6,8;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;počty kolonií při 22 °C;KTJ/ml;23.10.2023;5;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;počty kolonií při 36 °C;KTJ/ml;23.10.2023;3;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;teplota;°C;23.10.2023;10,9;0;;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;zákal;ZF(n);23.10.2023;0,5;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;železo;mg/l;23.10.2023;0,04;0;1;1;;;;;
Holštejn;Holštejn, VDJ, upravená voda;;CI000001249012321612;;;;;;;;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;barva;mg/l Pt;30.10.2023;2;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;dusitany;mg/l;30.10.2023;0,014;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;Escherichia coli;KTJ (MPN)/100 ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;chlor volný;mg/l;30.10.2023;0,04;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;CHSK-Mn;mg/l;30.10.2023;0,9;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;chuť;Neurčená jednotka;30.10.2023;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;intestinální enterokoky;KTJ (MPN)/100 ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;koliformní bakterie;KTJ (MPN)/100 ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;MO - abioseston;procenta;30.10.2023;1;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;MO - počet organismů;jedinci/ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;MO - živé organismy;jedinci/ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;pach;Neurčená jednotka;30.10.2023;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;pH;Neurčená jednotka;30.10.2023;7,4;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;počty kolonií při 22 °C;KTJ/ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;počty kolonií při 36 °C;KTJ/ml;30.10.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;teplota;°C;30.10.2023;15,2;0;;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;zákal;ZF(n);30.10.2023;0,5;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;železo;mg/l;30.10.2023;0,05;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012322169;;;;;;;;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;barva;mg/l Pt;9.1.2023;2;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;dusitany;mg/l;9.1.2023;0,014;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;Escherichia coli;KTJ (MPN)/100 ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;chlor volný;mg/l;9.1.2023;0,12;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;CHSK-Mn;mg/l;9.1.2023;0,7;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;chuť;Neurčená jednotka;9.1.2023;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;intestinální enterokoky;KTJ (MPN)/100 ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;koliformní bakterie;KTJ (MPN)/100 ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;MO - abioseston;procenta;9.1.2023;1;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;MO - počet organismů;jedinci/ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;MO - živé organismy;jedinci/ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;pach;Neurčená jednotka;9.1.2023;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;pH;Neurčená jednotka;9.1.2023;7,4;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;počty kolonií při 22 °C;KTJ/ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;počty kolonií při 36 °C;KTJ/ml;9.1.2023;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;teplota;°C;9.1.2023;8,7;0;;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;zákal;ZF(n);9.1.2023;0,5;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;železo;mg/l;9.1.2023;0,05;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI0000012490123499;;;;;;;;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;barva;mg/l Pt;16.9.2024;2;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;dusitany;mg/l;16.9.2024;0,014;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;Escherichia coli;KTJ (MPN)/100 ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;CHSK-Mn;mg/l;16.9.2024;0,6;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;chuť;Neurčená jednotka;16.9.2024;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;intestinální enterokoky;KTJ (MPN)/100 ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;koliformní bakterie;KTJ (MPN)/100 ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;MO - abioseston;procenta;16.9.2024;1;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;MO - počet organismů;jedinci/ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;MO - živé organismy;jedinci/ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;pach;Neurčená jednotka;16.9.2024;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;pH;Neurčená jednotka;16.9.2024;7,4;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;počty kolonií při 22 °C;KTJ/ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;počty kolonií při 36 °C;KTJ/ml;16.9.2024;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;teplota;°C;16.9.2024;19,4;0;;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;zákal;ZF(n);16.9.2024;0,5;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;železo;mg/l;16.9.2024;0,05;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, předávací šachta, upravená voda;;CI000001249012419371;;;;;;;;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;amonné ionty;mg/l;17.10.2022;0,035;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;barva;mg/l Pt;17.10.2022;2;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;dusitany;mg/l;17.10.2022;0,014;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;Escherichia coli;KTJ (MPN)/100 ml;17.10.2022;0;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;chlor celkový;mg/l;17.10.2022;0,03;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;chlor volný;mg/l;17.10.2022;0,03;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;CHSK-Mn;mg/l;17.10.2022;0,7;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;chuť;Neurčená jednotka;17.10.2022;PRIJAT;0;1;1;;;;;
Horní Dunajovice;Horní Dunajovice, VDJ, odtok, upravená voda;;CI000001249012222077;intestinální enterokoky;KTJ (MPN)/100 ml;17.10.2022;0;0;1;1;;;;;
